Pantun_ID,Line_1,Line_2,Line_3,Line_4
Pantun_9836_1,Hang Lekir bicara beralas,Hadapan puteri terasa kelu,Senyum diukir sepenuh ikhlas,Kanan memberi kiri tak tahu.
Pantun_9837_1,Tanam tebu ditepi bibir,Di muara sungai memasang lukah,Senyum manis lembut terukir,Ikhlaskan senyuman dalam sedekah.
Pantun_9838_1,Penuh ikan didalam lukah,Sungguh berat raga pulasan,Ikhlaskan hati dalam bersedekah,Tidak mengharap sebarang balasan.
Pantun_9839_1,Buah gugur baik dipungut,Nanti dimakan burung terkukur,Hidup jangan banyak merungut,Banyak bersedekah tanda bersyukur.
Pantun_9840_1,Ada wanita di balik tabir,Gelak berdekah nampak kepala,Senyum kita manis di bibir,Rupanya sedekah diberi pahala.
Pantun_9841_1,Kain serupa berwarna merah,Dipakai menantu naik kereta,Usah dilupa zakat fitrah,Ummah bersatu membersih harta.
Pantun_9842_1,Dari Lipis ke Batu Kikir,Makan cendol dalam gelas,Manis senyuman terukir dibibir,Senyum diberi penuh ikhlas.
Pantun_9843_1,Musim haji pergi ke Mekah,Pergi ke sana bersama jiran,Hari Jumaat banyakkan sedekah,Doa dan salam tanpa bayaran.
Pantun_9844_1,Tanaman manggis rapat ke jeti,Tumbuhnya rendah dari kelapa,Senyuman manis menambat hati,Hilanglah sudah duka nestapa.
Pantun_9845_1,Halaman rumah nampak berseri,Walau pun penat tidak rugi,Senyuman manis ikhlas di beri,Solat dhuha membawa rezeki.
Pantun_9846_1,Kalau berjalan ke Batu Kikir,Damai rasanya diwaktu petang,Walau sedikit senyum diukir,Ramài yang terpandang terasa senang.
Pantun_9847_1,Terlajak tepung kuih merekah,Tersilap adunan pening kepala,Amalan terbaik kita bersedekah,Ganjaran Allah besar pahala.
Pantun_9848_1,Sirih bergambir coklat dikulum,Buah manggis masak merekah,Lebarkan bibir lemparkan senyum,Senyuman manis umpama merekah.
Pantun_9849_1,Dahan yang rekah menimpa halia,Ranting merata di tanah merekah,Jumaat barakah hari mulia,Senyumlah kita sebagai sedekah.
Pantun_9850_1,Dari Lipis ke Batu Kikir,Sungai diredah memasang lukah,Dibulan Ramadhan banyakkan berzikir,Semoga kehidupan dipenuhi barakah.
Pantun_9851_1,Di atas sejadah tangan disilang,Takbir diangkat kiblat diarah,Jumaat indah tiada terbilang,Ibadah ditingkat Allah permurah.
Pantun_9852_1,Daun pandan di racik-racik,Teruna dara riang gembira,Senyuman manis di lihat menarik,Sedekah ikhlas dengan sempurna.
Pantun_9853_1,Anak muda mencari ikan,Ikan ditangkap menggunakan lukah,Bukanlah harta dijadikan ukuran,Senyuman yang ikhlas sedekah termudah.
Pantun_9854_1,Merah darah kaki terluka,Kerana tersepak kayu yang patah,Allah anugerah rezeki berganda,Ikhlas berinfaq beroleh barakah.
Pantun_9855_1,Sudah merekah ketupat palas,Kerana salah membuat sukatan,Mari bersedekah tak mengharap balas,Serahkan Allah membuat penilaian.
Pantun_9856_1,Ke Batu Kikir membawa lukah,Jalan selesa tiada tersekat,Senyum diukir satu sedekah,Pahala puasa jumaat berkat.
Pantun_9857_1,Susah hidup miskin fakir,Kerja tiada penat lelah,Sedekah dihulur senyum diukir,Semoga amalan diberkati Allah.
Pantun_9858_1,Terbang burung dipokok sena,Hinggap seekor diranting rekah,Senyuman diukir penuh makna,Jumaat ramadhan paling barokah.
Pantun_9859_1,Jumaat 1 mei hari pekerja,Jatuh pula pada ramadhan mulia,Ikhlas dalam membuat kerja,Pekerja ikhlas dipandang mulia.
Pantun_9860_1,Dari Lipis ke Batu Kikir,Sungai diredah memasang lukah,Manis manis senyuman diukir,Sedekah mudah Jumaat barakah.
Pantun_9861_1,Terbang merata hingga ke huma,Pulang ke hutan setelah malam,Alam semesta dijaga bersama,Pelengkap tuntutan Bahasa Alam.
Pantun_9862_1,Kata nan manis usah tergoda,Berhati hati diusia mekar,Hidup usah mendabik dada,Tak tercelar ular menyusur akar.
Pantun_9863_1,Tidak terkata wajahnya bengis,Memang ternyata di depan mata,Bukit merata penyu menangis,Angkara kita alam derita.
Pantun_9864_1,Rusa betina berbelang kaki,Mati terkena jerat sembat,Orang yang muda kita sanjungi,Orang yang tua kita hormat.
Pantun_9865_1,Cerita silam Andalusia,Allah menguji tidak perhati,Semesta alam penuh rahsia,Mesti dikaji dengan teliti.
Pantun_9866_1,Kueh pelita didalam talam,Hasil cipta dari cik puan,Indah nya nyata di dalam alam,Kuat kan semangat serta iman.
Pantun_9867_1,Kambing gurun berkacamata,Kambing kurap tidur tak lena,Wujudnya alam bukti yang nyata,Adanya Allah yang Maha Pencipta.
Pantun_9868_1,Terbang sekawan burung kedidi,Hinggap pula dipokok senduduk,Ikutlah resmi padi,Makin berisi makin menunduk.
Pantun_9869_1,Alunkan lagu penuh puisi,Irama syahdu lemah gemalai,Kata tersurat penuh diisi,Nasihat bernas janganlah lalai.
Pantun_9870_1,Sapu kaya sama herba,Letak galah atas bata,Alam maya berbagai pancaroba,Mohon allah selesai sengketa.
Pantun_9871_1,Gelap gelemat tidak selamat,Terbang merbah pergi ke lembah,Alam yang nikmat tandanya rahmat,Kena musibah perlu muhasabah.
Pantun_9872_1,Kantan lengkuas tanam setentang,Tumbuh sebelah pokoknya turi,Lautan luas alam terbentang,Kurniaan Allah kita syukuri.
Pantun_9873_1,Di balik pagar ada kuda,Kuda memanjat kena renjangan,Buat baik berpada pada,Buat jahat sekali jangan.
Pantun_9874_1,Cuaca kelam kala petang,Dengan tinta menulis madah,Merenung alam ilham datang,Maka tercipta pantun yang indah.
Pantun_9875_1,Puteri bersiram dipinggir kolah,Hembusan angin sungguh nyaman,Jadikan ilham ciptaan Allah,Hadapi kehidupan perkukuhkan iman.
Pantun_9876_1,Sejarah Melaka kota istana,Jadi tumpuan juga idaman,Indah alam ciptaan yg esa,Syukur selalu jadi amalan.
Pantun_9877_1,Bawa bekal di tepi sawah,Duduk bersimpuh menjamah hidangan,Amal kan sikap rajin bersedekah,Menolong yang susah ringankan bebanan.
Pantun_9878_1,Hendak pergi ke pulau Daik,Tempat jauh di penuhi hutan,Muliakan peribadi berkata baik,Supaya yang lain menjadi ikutan.
Pantun_9879_1,Kalau tak sudi lupakan saja,Padamkan gambar kirimkan salam,Apa terjadi tidak sengaja,Ambil iktibar pedoman alam.
Pantun_9880_1,Niat mendaki gunung Daik,Singgah sebentar di Bandar Melaka,Orang baik budi pun baik,Ke mana pergi orang pun suka.
Pantun_9881_1,Cantik jelita jadi kesayangan,Menabur budi menyorok-nyorok,Alam semesta dimusnah jangan,Takut terjadi bencana buruk.
Pantun_9882_1,Dari kota ke gunung Daik,Dalam sangkar dibawa undan,Insaf diri dlm membuat baik,Semesti ikut pemeritah
Pantun_9883_1,Pokok pegaga tumbuh melata,Hidup subur di tanah pamah,Belajarlah dari sekeliling kita,Semoga kita mendapat hikmah.
Pantun_9884_1,Kalau tuan pergi ke Pekan,Kirimkan saya sedikit tepung,Kesana kemari sudah dibolehkan,Emak tanya bila nak balik kampung.
Pantun_9885_1,Ke belukar mencari rotan,Buat perabut juga anyaman,Alam semesta bukan sekadar pandangan,Tapi pedoman baik buat kehidupan.
Pantun_9886_1,Kalau sudah menanam talas,Jangan buang di tanah darat,Yang jahat pasti terbalas,Sengsara di dunia dan di akhirat.
Pantun_9887_1,Hendak berkata terketar-ketar,Sakit mulut makan kanji,Siang malam sentiasa berputar,Tepati masa bila berjanji.
Pantun_9888_1,Kepasar selasa bawa kurma,Simpang bujur jalan merata,Kehidupan selesa impian semua,Ikhtiar jujur amalan kita.
Pantun_9889_1,Panas terasa pergi berendam,Bersesak di kolam padat sepenuh,Kerakusan manusia memugar alam,Rosak alam petanda mengeluh.
Pantun_9890_1,Panas terasa pergi berendam,Bersesak di kolam padat sepenuh,Kerakusan manusia memugar alam,Rosak alam petanda mengeluh.
Pantun_9891_1,Turun kebendang berhari-hari,Terbang bebas si burung camar,Jadilah seperti hangat mentari,Walau di cemuh tetap bersinar.
Pantun_9892_1,Pisang emas dipotong bersikat,Diperam bersama buah mempelam,Nilai alam penuh berkat,Jagai ia hormati alam.
Pantun_9893_1,Pergi kedai membeli ikan,Ayam juga jadi pilihan,Jaga diri utamakan kebersihan,Jadikan ia amalan seharian.
Pantun_9894_1,Selindung balam bawah jerami,Leka bersujud mengutip lada,Bahasa alam cuba fahami,Sebalik ujud ada petanda.
Pantun_9895_1,Batang rumbia tempat menyidai,Bilah rotan kelapa setandan,Pentas dunia gelagatnya pelbagai,Baik jadikan ikutan buruk jadi sempadan.
Pantun_9896_1,Jalur gemilang sedang berkibar,Angin berhembus terasa nyaman,Jadikan pedoman ambil iktibar,Semoga diri kekal beriman.
Pantun_9897_1,Kala malam langit membiru,Cuaca redup memayung desa,Dengan alam kalau berguru,Pasti hidup aman sentosa
Pantun_9898_1,Dari kota ke Gunung Daik,Bersama si dia mengutip halia,Alam semesta pedoman terbaik,Kita manusia ciptaan termulia.
Pantun_9899_1,Bunga-bunga cantik menawan,Mekar berkembang di waktu pagi,Teladan baik jadi panduan,Yang buruk mohon dijauhi.
Pantun_9900_1,Indah berkalam seni olahan,Syahdu pujangga susunan kata,Anugerah alam kurniaan Tuhan,Sama menjaga warisan kita.
Pantun_9901_1,Membaca cerita Lubalang Daik,Jiwa meruntun bercampur gundah,Alam semesta pedoman terbaik,Mencipta pantun cantik dan indah.
Pantun_9902_1,Anak lipan didalam talam,Lipan bara bisa di depan,Belajar kehidupan dari alam,Agar sejahtera masa hadapan.
Pantun_9903_1,Meredah sungai memukat ikan,Hati hati dengan sang buaya,Indahnya alam ibarat insan,Jagalah ia selagi terdaya.
Pantun_9904_1,Naik kereta menuju kota,Lama di sana bertukar semi,Alam semesta rahmat Pencipta,Indah sempurna usah zalimi.
Pantun_9905_1,Pipit kicauan terbang si Balam,Hinggap di dahan burung Ketitir,Rimba kehijauan indahnya alam,Ciptaan Tuhan bagi yang berfikir.
Pantun_9906_1,Alam sekitar pedoman terbaik,Jadikan iktibar juga tauladan,Hidup di dunia berbuat baik,Bila tiada kelak kan jadi kenangan.
Pantun_9907_1,Alam semesta pedoman terbaik,Jadikan iktibar juga teladan,Hati yang baik akhlak pun baik,Akhlak yang baik menjadi ikutan.
Pantun_9908_1,Indah sungguh tarian Melayu,Menjadi ikutan dara jelita,Hidup ini harus bersatu,Agar kita sentiasa redha.
Pantun_9909_1,Ketitir balam di pinggir kota,Kicau berserta burung tekukur,Seisi alam indah dicipta,Pada Pencipta lafazkan syukur.
Pantun_9910_1,Gunung daik bercabang tiga,Nampak berbalam dari seberang,Buat lah baik berpada pada,Jangan sampai dibenci orang.
Pantun_9911_1,Cantik sekata bunga hiasan,Dihias serumpun bunga melati,Sindiran kata bahasa kiasan,Teguran santun menjaga hati.
Pantun_9912_1,Pipit bersiul di hujung taman,Terpegun sang lembu atas permatang,Hidup bergaul beribu pengalaman,Pedoman dan ilmu membina matang.
Pantun_9913_1,Pergi ke bendang sebagai ruji,Cuaca kelam samar pandangan,Dugaan bertandang sekadar menguji,Kejadian alam sebagai bandingan.
Pantun_9914_1,Kisah semalam jadi kenangan,Bila di kenang hiba terasa,Quran dan sunnah jadi pegangan,Pedoman hidup sepanjang masa.
Pantun_9915_1,Radio Klasik alunan berzaman,Berlagu seiring denyutan nadi,Andai hidup tiada berpedoman,Ibarat kapal patah kemudi.
Pantun_9916_1,Lemah terkulai dek ucap sindiran,Di kesatnya kata Allah menguji,Jangan menilai indahnya luaran,Cari permata disudut dijanji.
Pantun_9917_1,Indah pemandangan di gunung Daik,Nampak dari celah dahan,Hargai alam perkara yang baik,Moga sentiasa diberkati Tuhan.
Pantun_9918_1,Gunung daik bercabang tiga,Cabang yang mana jalan berliku,Renungan baik untuk kita,Barang cantik dikenang selalu.
Pantun_9919_1,Selawat salam tadarus Quran,Syahdu didengar tuntutan Agama,Indahnya Alam ciptaan Tuhan,Melindunginya amanah bersama.
Pantun_9920_1,Anak raja pergi memanah,Panah sikancil terkena kaki,Baik berbudi kepada tanah,Hasilnya dapat itulah rezeki.
Pantun_9921_1,Gunung Daik sebalik mentari,Cantik dilihat di ufuk Barat,Berbuatlah baik jahat hindari,Pasti selamat dunia akhirat.
Pantun_9922_1,Indah bersopan tutur dan kata,Sederhana dandan bila kebandar,Universiti kehidupan didunia nyata,Baik diteladan yg buruk dihindar.
Pantun_9923_1,Hidang juadah dalam talam,Ada kuih buatan Nyonya,Ambillah iktibar dari alam,Buruk baik ada petunjuknya.
Pantun_9924_1,Alam semesta pedoman terbaik,Jadikan iktibar juga pedoman,Hidup didunia buat terbaik,Moga moga tenang dan aman.
Pantun_9925_1,Dari Kota ke Gunung Daik,Dalam sangkar dibawa undan,Alam semesta pedoman terbaik,Jadikan Iktibar juga teladan.
Pantun_9926_1,Hari selasa pergi ke pekan,Pandu sendiri jalan bersama,Berbagai fasa kita laksanakan,Sikap diri paling utama.
Pantun_9927_1,Tidak terperi ayu memikat,Bersirih bujur cantik dan mekar,Kawalan kendiri wajar dipertingkat,SOP dianjur jangan diingkar.
Pantun_9928_1,Tangkap ikan anak tenggiri,Banyak ketuka di punggah nelayan,Jaga kebersihan,jarakkan diri
Pantun_9929_1,Serah kunci penghulu berbunyi,Peduli belaka restu agama,Rumah suci dahulu bersunyi,Kembali terbuka pintu utama.
Pantun_9930_1,Terbang merata hingga ke daik,Di pohon pedada riang bernyanyi,Sentiasa kita bersangka baik,Pastinya ada hikmah tersembunyi.
Pantun_9931_1,Disebut jangan dikenang jangan,Yang pergi biarkan pergi,Patuhi arahan jangan ambil ringan,SOP juga perjarakan diri.
Pantun_9932_1,Di bawah dahan mematuk antah,Ayam berlari berebut-rebutan,Ikutlah arahan patuhi perintah,Mengawal diri daripada jangkitan.
Pantun_9933_1,Burung merak berjalan perlahan,Terkena getah melekat di jari,Jaga jarak jaga kebersihan,Patuhi perintah kawallah diri.
Pantun_9934_1,Burung nuri terbang lalu,Menuju bangsal dikelilingi duri,Kawallah diri berjaga selalu,Taklah menyesal di kemudian hari.
Pantun_9935_1,Terbang Garuda membelah awan,Berlegar terus serata buana,Teguh waspada kita lawan,Segera hapus covid durjana.
Pantun_9936_1,Makan ulam bersambal kuini,Rasa kenyang duduk tersandar,Kena patuhi fasa terkini,Biar wabak cepat terhindar.
Pantun_9937_1,Usah bertingkah pasal tajaan,Sikap negatif mesti dibantah,Berbagai langkah dilaksana kerajaan,Rakyat positif ikut perintah.
Pantun_9938_1,Rasa ketenangan mengingat Tuhan,Akur yang diduga persiapkan diri,Fasa pemulihan adalah tempoh bertenang,Waspada dan curiga kekal di hati.
Pantun_9939_1,Ikan diperap cara bertingkah,Aroma masakan harum semerbak,Sama sederap kita melangkah,Menuju pemulihan jangkitan wabak.
Pantun_9940_1,Buah manggis buah rambutan,Buah mangga dalam baldi,Masuk premis suhu dibacakan,Jangan lupa bawa pen sendiri.
Pantun_9941_1,Merah-merah biji saga,Cantik berkilat warna terpancar,Sama-sama kita jaga,Perintah SOP pasti lancar.
Pantun_9942_1,Enak dimakan sibuah berangan,Dimakan bersama sibuah durian,Kawalan kendiri dilupa jangan,Jadikan SOP rutin harian.
Pantun_9943_1,Sahutan bertumpu bergema suara,Laungan yang stabil berkerut dahi,Yang pasti penentu hanya dua perkara,Tindakan yang diambil dan ketentuan Ilahi.
Pantun_9944_1,Selisih kereta potong di tepi,Kerana ngeri dipandu cermat,Bersusah kita jalani PKP,Kendali diri langkah selamat.
Pantun_9945_1,Padi bukit sudah disemai,Menyemai sehari tumbuhnya berbulan,Tempat sempit suasana ramai,Mari hindari harus tinggalkan.
Pantun_9946_1,Kasa basahan telah dibuang,Memakai sarung membuat kerja,Fasa pemulihan memberi ruang,Tidak terkurung di rumah saja.
Pantun_9947_1,Pergi ke seberang menaiki rakit,Hanya untuk mengambil rambutan,PKP pemulihan bukanlah tiket,Untuk kita lupa daratan.
Pantun_9948_1,Terbang bertiga menuju kota,Dari hutan mencari makan,Kita jaga diri kita,Demi keselamatan demi kebaikan.
Pantun_9949_1,Padi jelantah tuai di huma,Bersama besan berpeluh dahi,Patuh perintah kita bersama,Langkah berkesan kita patuhi.
Pantun_9950_1,Petik-petik si buah berangan,Kumpul sama didalam dulang,Kawalan kendiri dilupa jangan,Agar COVID lekas menghilang.
Pantun_9951_1,Polis Doktor Askar Jururawat,Barisan Depan Tak Kenal Penat,Covid Dihindar Itulah Matlamat,Moga Tuhan Tunaikan Hajat.
Pantun_9952_1,Gendang gendut tali kecapi,Jatuhnya kuah ke nasi juga,Biar mengikut kawalan kendiri,Supaya mudah urusan terjaga.
Pantun_9953_1,Dusun ditebas sepanjang pagi,Di tengah hari berhenti makan,Biarpun bebas semasa PKPP,Kawalan kendiri kita tingkatkan.
Pantun_9954_1,Dahan patah penuh berduri,Tertikam kekaki sukar diramal,Arahan PKP kita patuhi,Doa bersama kehidupan normal.
Pantun_9955_1,Fasa pemulihan mengambil alih,Marilah terus tepati arahan,Semoga dunia kembali pulih,Dengan asbab patuhi kawalan.
Pantun_9956_1,Nampak merata burung di langit,Sekawan camar terbang rendah,Lupus gelora wabak penyakit,Jangan dicemar ingkar perintah.
Pantun_9957_1,Laluan nuri berat ke kanan,Di atas paya baru bertambak,Kawallah diri peka saranan,Moga berjaya putuskan wabak.
Pantun_9958_1,Kalau jalan ke pekan Tuaran,Jangan lupa membeli ragi,Norma baru rutin harian,Kelak tidak ditinggal lagi.
Pantun_9959_1,Indah berseri kemuning cina,Berbunga lebat di hujung dahan,Rakyat bestari selalu cakna,Peka maklumat patuh arahan.
Pantun_9960_1,Jalan selari ke rumah Salmah,Berdua sufian terpijak lopak,Kawalan kendiri cara berhemah,Putus Rantaian Mencegah wabak.
Pantun_9961_1,Makan nasi ulam pegaga,Habis makan air diminum,Jaga diri jaga keluarga,PKPP sudah diumum.
Pantun_9962_1,Kail tenggiri berpeluh dahi,Dicega ombak perahu redah,Kawal kendiri kita patuhi,Semoga wabak berakhir sudah.
Pantun_9963_1,Sakit hati masih terluka,Ubatkan hati alunankan sendiri,Guna sentiasa penutup muka,Terhindar wabak jaga kendiri.
Pantun_9964_1,Berdayung sampan ketengah muara,Hendak memukat ditengah lautan,Barisan hadapan wira negara,Pertahan rakyat menjaga kedaulatan.
Pantun_9965_1,Musim cuti banyak kenduri,Hadirin datang tidak menyepi,PKP pemulihan jaga kita jaga diri,Sikap amalan patuhi SOP.
Pantun_9966_1,Jalan-jalan ke Kuala Saga,Singgah minum secangkir kopi,Putuskan rantaian wabak berbahaya,Kawal keluarga dan diri sendiri.
Pantun_9967_1,Kampungku nun tempat dilahir,Tidak jauh jalannya lurus,PKP pasti akan berakhir,Moga dijauh dihapus terus.
Pantun_9968_1,Buah langsat kuning mencelah,Senduduk tidak berbunga lagi,Elakkan alasan,hindari helah
Pantun_9969_1,Pergi Perak pandu sendiri,Hendak mencari buah durian,Anjurkan majlis telah diberi,Jagalah diri demi kesihatan.
Pantun_9970_1,Jalan perlahan berhati hati,Lurah lembab nanti gelincir,Patuh arahan dengan teliti,Susah senang sendiri fikir.
Pantun_9971_1,Terbang merata hingga ke daik,Di pohon pedada riang bernyanyi:,Sentiasa kita bersangka baik,Pastinya ada hikmah tersembunyi.
Pantun_9972_1,Lubalang Daik mencari rakan,Datang berakit dayung bergalah,Amalan baik jangan abaikan,Jauh penyakit keredaan Allah.
Pantun_9973_1,Ke tambak johor berduyun-duyun,Hendak mencari emas suasa,Meskipun wabak semakin menurun,Kawalan kendiri waspada sentiasa.
Pantun_9974_1,Jika merantau biar sampai,Agar tercapai tempat dituju,Kesihatan diri jangan diabai,Janganlah kesihatan diri selalu.
Pantun_9975_1,Pergi kehutan membawa raga,Sambil mencari daun palas,PKPP kendiri perlu dijaga,Putuskan rantaian wabak COVID19.
Pantun_9976_1,Alunan muzik merdu kedengaran,Mengusik kalbu irama dendangan,Terimakasih MKN atas ingatan,Segala arahan kerajaan kami ikutkan.
Pantun_9977_1,Berperi merdu burung kenari,Sahut sahutan burung tempua,Jangan ingkar saranan diberi,Demi bahagia kita semua.
Pantun_9978_1,Berjalan berlari dipagi hari,Amalan baik untuk kesihatan,Kawalan kendiri mesti dipatuhi,Bersama kita menuju kemenangan.
Pantun_9979_1,Musim tengkujuh air melimpah,Kawasan rendah jadi sasaran,Disebalik musibah kandung hikmah,Ambil iktibar jadikan pengajaran.
Pantun_9980_1,Setiap pemimpin insan terpilih,Bukan usia batas pengukur,Wabak menular semakin pulih,Waspada sentiasa tanda bersyukur.
Pantun_9981_1,Kalau pergi ke kuala kedah,Belikan hamba pucuk pegaga,Pkpp jangan ambil mudah,Jaga diri jaga keluarga.
Pantun_9982_1,Dari tambun pergi kegemas,Singgah diselayang mengambil nyonya,Harta bertimbun segunung emas,Kasih sayang tiada nilainya.
Pantun_9983_1,Setulus ikhlas salam dihulur,Senyuman terukir bertambah cantik,Saling membantu bertolak ansur,Urusan kerja berjalan baik.
Pantun_9984_1,Pergi ke kota dengan si nona,Beli ceri dan buah keranji,Limpahan harta tidak bermakna,Dapatnya dari cara yang keji.
Pantun_9985_1,Dilubuk hati setulus ikhlas,Kata dicipta tak berbelah bagi,Manis diberi tuba kau balas,Tidak ku rela di dusta lagi.
Pantun_9986_1,Bunga teluki puspa angsana,Digubah dara letak di tepi,Mewah rezeki hidup sempurna,Sirna gembira ratapi sepi.
Pantun_9987_1,Mari dilurut pucuk meranti,Serak taburan si daun pandan,Usah diturut rasanya hati,Silap caturan merana badan.
Pantun_9988_1,Beras segantang sudah disukat,Lalu disimpan di atas para,Andai seluruh masyarakat muafakat,Negara damai rakyat sejahtera.
Pantun_9989_1,Sayang selasih di tepi paya,Buah mangga rasanya manis,Lemak santan kelapa tembaga,Sayang kasih dibalas tuba
Pantun_9990_1,Suara azan dari madrasah,Dalam paya anak berudu,Makan tak kenyang mandi tak basah,Hati lara menanggung rindu.
Pantun_9991_1,Tanah diramas berhati-hati,Semai di sawah sepokok jawa,Bersangkar emas tidak bererti,Hidup bermewah tidak bertakwa.
Pantun_9992_1,Pergi ke pantai bermain kayak,Letih berdayung rehatlah sekarang,Apa guna harta yang banyak,Susah menderma berkatnya kurang.
Pantun_9993_1,Hinggap di sigai burung kenari,Di anjung limas bentuknya nenas,Terasa bagai menelan duri,Cawannya emas airnya panas.
Pantun_9994_1,Begini rasa meminum kopi,Pahit-pahit ku pinum jua,Begini rasa membalas budi,Jauh sakit ku datang juga.
Pantun_9995_1,Sampan terbelah tersepit jari,Serap belahan dipupuk ketumbar,Andai masalah menghimpit diri,Tetaplah tahan untuk bersabar.
Pantun_9996_1,Madu secangkir dirasa sudah,Tumpah terpalit didulang tembaga,Senyum terukir tatkala gundah,Walau pahit ditelan juga.
Pantun_9997_1,Mentari pagi bersinar lagi,Sambil minum teh Sarbat,Assalamualaikum dan selamat pagi,Buat Anisma dan semua sahabat.
Pantun_9998_1,Buah keranji daun mengkudu,Di bawa juga untuk jualan,Kalau berjanji setia dipadu,Jiwa dan raga daku serahkan.
Pantun_9999_1,Ikan duri masak kari,Ulam pengaga di lupa jangan,Sakit hati tk di hargai,Hidup bagai orang buangan.
Pantun_10000_1,Tanah disukat kurang sekaki,hendak dibanci elak muslihat,mencari berkat sumber rezeki,biarlah suci bukan subahat.
Pantun_10001_1,Berhujan panas mencari palas,Sambil berjalan membawa guri,Di gelas emas minum beralas,Air ditelan bercampur duri.
Pantun_10002_1,Di ufuk timur berkelip bintang,Pudar kelip nya di sinar mentari,Ku sangka panas sampai ke petang,Rupanya hujan di tengah hari.
Pantun_10003_1,Air secangkir dituang ditadah,Untuk dinikmati setelah berbuka,Di bibir terukir senyuman indah,Di lubuk hati bergelumang duka.
Pantun_10004_1,Tepi jendela bersila panggung,Nyaman disapa udara bersih,Derita jiwa rela ditanggung,Andai ia menyambung kasih.
Pantun_10005_1,Masak ranum buah ceri,Musim tengkujuh menanam nenas,Air diminum terasa duri,Tonggeng gelojoh rupanya panas.
Pantun_10006_1,Baca akhbar rakan menyapa,Bawa lada dimakan merbah,Indah khabar dari rupa,Terus waspada elak musibah.
Pantun_10007_1,Selamat bertugas giliran pagi,Teman berteman erat sekali,Cantik dimata cantik dihati,Hubungan ukhuwah subur mewangi.
Pantun_10008_1,Dari Kedah balek kebentong,Perahu sampan sarat muatan,Kalau sudah nasib beruntong,Kaca disimpan menjadi intan.
Pantun_10009_1,Sambil berjalan membawa guri,Lintas mendadak aduhai nanda,Air ditelan bercampur duri,Selagi tidak berlapang dada.
Pantun_10010_1,Cili basah cili kering,Dilesung batu bertemu juga,Wang banyak harta keliling,Namun hidup tak juga bahgia.
Pantun_10011_1,Menghalau burung arah jambatan,Naik pedati terhenti-henti,Walau bergunung emas dan intan,Baik pekerti pilihan hati.
Pantun_10012_1,Patah kelapa di tepi jalan,Di tepi parit dekat telaga,Entah mengapa airku telan,Terasa pahit tak hilang dahaga.
Pantun_10013_1,Sungguh cerah diwaktu petang,Warna warni corak Pelangi,Walaupun pun tenang hari mendatang,Cabaran berliku pasti diharungi.
Pantun_10014_1,Tepian perigi tumbuhnya mempelam,Diapit cermai pohonnya layu,Sinaran pagi terangi Alam,Terasa damai disapa bayu.
Pantun_10015_1,Kopi pekat sudah disukat,Dijamin selamat jual di pekan,Tangan diangkat memohon berkat,Syukuri nikmat tuhan berikan.
Pantun_10016_1,Galas buluh jangan terlepas,Kelak luka diatas bahu,Di gelas emas minum beralas,Robek dihati siapa yang tahu.
Pantun_10017_1,Tanak pulut untuk saudara,Makan roti bersama Adam,Manis mulut luahkan bicara,Dalam hati seribu dendam.
Pantun_10018_1,Siapsiaga untuk belayar,Kapal berlabuh hampir kuala,Kerja amal tiada berbayar,Seikhlas hati ganjarannya pahala.
Pantun_10019_1,Digelas emas minum beralas,Air diminum terasa duri,Buat kerja dengan lkhlas,Baru kerja semua jadi.
Pantun_10020_1,Bunyi berdesir di petang hari,Itik serati bersama pasangannya,Biarlah berpasir biarlah berduri,Tetap kunikmati kutahan sakitnya.
Pantun_10021_1,Berhujan panas mencari palas,Sambil berjalan membawa guri,Cintaku padamu semakin jelas,Izinkan aku sarung cincin ke jari.
Pantun_10022_1,Berhujan panas mencari palas,Sambil berjalan membawa guri,Tersalah langkah kerana beralas,Ahir nya balik memakan diri.
Pantun_10023_1,Pagi-pagi mengupas kelapa,Diperah santan dibuang sisa,Jangan dinilai padanya rupa,Indah dimata belum pasti selesa.
Pantun_10024_1,Cuaca redup turun ke paya,Dijalan selisih orang kampung,Walau hidup kaya raya,Tapi masih lagi dikongkong.
Pantun_10025_1,Berhujan panas mencari palas,Sambil berjalan membawa guri,Ingin hidup kaya bistari,Solat rajin kerja jangan malas.
Pantun_10026_1,Berhujan panas mencari palas,Sambil berjalan membawa guri,Negara belum bebas,Ingatlah pkpp supaya jaga diri.
Pantun_10027_1,Air diceduk di tepi perigi,Hendak mandi tiga sekawan,Bersopan duduk tidaklah rugi,Pahit manis tetap ditelan.
Pantun_10028_1,Lepas berkemas terasa kebas,Tepi kipas diletak karung,Di sangkar emas tapi tak bebas,Mata terlepas badan terkurung.
Pantun_10029_1,Kopi o ketupat daun palas,Enak dimakan diwaktu pagi,Biar paku dulang dibalas,Jangan di akhir nanti merasa rugi.
Pantun_10030_1,Digelas emas minum beralas,Air ditelan terasa duri,Sedihnya cinta tiada berbalas,Biarku pergi membawa diri.
Pantun_10031_1,Hendak berkemas apa selerak,Susun di para segala benda,Bercawan emas berpinggan perak,Hilang selera nikmat tiada.
Pantun_10032_1,Tulis surat di dalam gelap,Ayatnya banyak yang tidak kena,Jagalah diri jangan tersilap,Jikalau silap awak yang bencana.
Pantun_10033_1,Tegak rumah kerana sendi,Runtuh sendi rumah binasa,Tegak bangsa kerana budi,Runtuh budi hilanglah bangsa.
